Production Model,Version,Defect Type,Defect Observation Area,QA Worker,Shift Time,Component Category,Fixture ID,Inspection Week,Production Order Priority
Model 595130-195,05,missing component,Production Line 3,Geofrey,Night,Connector,FX-006,2025-W22,High
Model 595242-854,05,lifted component,Production Line 2,Daysha,Morning,Transistor,FX-016,2025-W34,Medium
Model 595214-125,01,reversed component,Production Line 1,Tristian,Night,Capacitor,FX-036,2025-W11,High
Model 595242-854,03,lifted component,Final Assembly Line,Mel,Night,Capacitor,FX-048,2025-W10,Medium
Model 595130-195,02,missing/unknown,Final Assembly Line,Sloane,Afternoon,Diode,FX-031,2025-W06,Low
Model 595859-381,01,component height/titled,Final Assembly Line,Jerome,Night,Diode,FX-037,2025-W32,Low
Model 595130-195,03,wrong configuration,Unknown,Davonte,Morning,Connector,FX-002,2025-W18,Medium
Model 595242-854,04,component broken,Production Line 3,Darci,Afternoon,Resistor,FX-004,2025-W21,High
Model 595859-381,01,wrong configuration,QA Inspection Station,Geofrey,Night,Transistor,FX-034,2025-W45,Medium
Model 595130-195,03,component misalignment,Final Assembly Line,Xiang Liang,Afternoon,Connector,FX-013,2025-W06,Medium
Model 595189-704,01,wrong configuration,Unknown,Geofrey,Night,Transistor,FX-030,2025-W19,Medium
Model 595532-132,02,damaged/ lifted pad,Production Line 2,Darci,Afternoon,Diode,FX-024,2025-W18,Medium
Model 595242-854,03,defective component,QA Inspection Station,Xiang Liang,Morning,Diode,FX-008,2025-W10,Low
Model 595214-125,02,wrong component,QA Inspection Station,Zoya,Afternoon,Capacitor,FX-001,2025-W10,High
Model 595130-195,03,component misalignment,Production Line 2,Darci,Afternoon,Connector,FX-015,2025-W44,Low
Model 595130-195,04,missing/unknown,Production Line 2,Xiang Liang,Morning,Capacitor,FX-044,2025-W31,Medium
Model 595242-854,01,long terminals,Unknown,Daysha,Afternoon,Capacitor,FX-030,2025-W13,High
Model 595214-125,01,wrong component,Production Line 2,Zoya,Night,Transistor,FX-033,2025-W19,Medium
Model 595214-125,03,damaged/ lifted pad,QA Inspection Station,Daysha,Morning,Resistor,FX-007,2025-W18,High
Model 595242-854,03,insufficient solder,Final Assembly Line,Mel,Night,Transistor,FX-019,2025-W49,High
Model 595242-854,04,missing/unknown,Unknown,Alaine,Night,Capacitor,FX-002,2025-W05,High
Model 595532-132,02,component misalignment,Unknown,Daysha,Afternoon,Resistor,FX-019,2025-W42,Low
Model 595130-195,01,damaged/ lifted pad,QA Inspection Station,Geofrey,Morning,Capacitor,FX-008,2025-W51,Medium
Model 595242-854,02,lifted component,Unknown,Tristian,Night,Diode,FX-002,2025-W31,Medium
Model 595130-195,03,component broken,Production Line 2,Jerome,Afternoon,Capacitor,FX-005,2025-W05,High
Model 595532-132,05,pin damaged,Unknown,Zoya,Afternoon,Connector,FX-049,2025-W49,Low
Model 595130-195,02,missing/unknown,Final Assembly Line,Leena,Morning,Diode,FX-023,2025-W13,High
Model 595532-132,05,no property assembled,Production Line 1,Geofrey,Afternoon,Resistor,FX-005,2025-W26,Low
Model 595323-338,05,missing/unknown,Final Assembly Line,Tristian,Night,Diode,FX-030,2025-W27,High
Model 595242-854,05,component broken,Production Line 1,Daysha,Night,Transistor,FX-008,2025-W01,High
Model 595859-381,05,reversed component,Production Line 1,Alaine,Night,Capacitor,FX-025,2025-W17,Low
Model 595214-125,05,reversed component,Production Line 2,Mel,Night,Capacitor,FX-007,2025-W13,High
Model 595532-132,02,component misalignment,Production Line 3,Leena,Night,Connector,FX-014,2025-W05,High
Model 595130-195,02,missing component,Production Line 3,Alaine,Morning,Transistor,FX-032,2025-W37,Low
Model 595130-195,05,missing component,Production Line 1,Darci,Afternoon,Diode,FX-020,2025-W25,Low
Model 595214-125,05,wrong component,Production Line 2,Mel,Morning,Diode,FX-025,2025-W31,High
Model 595214-125,05,trace open,Production Line 3,Darci,Night,Resistor,FX-042,2025-W01,High
Model 595130-195,04,missing/unknown,QA Inspection Station,Sloane,Afternoon,Transistor,FX-006,2025-W10,High
Model 595130-195,02,wrong component,Production Line 3,Tristian,Night,Diode,FX-015,2025-W43,High
Model 595214-125,04,excessive solder,Production Line 1,Zoya,Night,Connector,FX-029,2025-W42,Medium
Model 595214-125,03,reversed component,Production Line 2,Jerome,Afternoon,Resistor,FX-039,2025-W36,Low
Model 595130-195,04,missing/unknown,Production Line 2,Geofrey,Afternoon,Capacitor,FX-032,2025-W02,Low
Model 595242-854,01,component broken,Final Assembly Line,Zoya,Night,Connector,FX-037,2025-W40,High
Model 595130-195,03,no property assembled,Final Assembly Line,Alaine,Afternoon,Capacitor,FX-010,2025-W40,High
Model 595130-195,02,missing component,Production Line 2,Alaine,Morning,Capacitor,FX-008,2025-W04,Low
Model 595204-792,01,solder void,Unknown,Daysha,Night,Resistor,FX-011,2025-W41,High
Model 595323-328,05,component broken,Production Line 2,Geofrey,Night,Resistor,FX-009,2025-W50,High
Model 595859-381,02,reversed component,Final Assembly Line,Leena,Night,Resistor,FX-029,2025-W32,Low
Model 595130-195,03,insufficient solder,QA Inspection Station,Leena,Night,Diode,FX-002,2025-W13,Medium
Model 595242-854,05,solder bridge,Final Assembly Line,Zoya,Afternoon,Transistor,FX-050,2025-W02,Low
Model 595214-125,01,excessive solder,Unknown,Xiang Liang,Night,Capacitor,FX-001,2025-W46,Medium
Model 595242-854,03,lifted component,Production Line 3,Davonte,Night,Connector,FX-011,2025-W21,Low
Model 595242-854,02,pin hole,Production Line 1,Darci,Afternoon,Resistor,FX-029,2025-W03,Low
Model 595214-125,05,reversed component,Production Line 2,Darci,Morning,Resistor,FX-008,2025-W38,High
Model 595130-195,05,missing component,Unknown,Alaine,Afternoon,Transistor,FX-032,2025-W20,High
Model 595242-854,05,lifted component,Production Line 2,Mel,Night,Connector,FX-016,2025-W46,Medium
Model 595859-381,03,component height/titled,QA Inspection Station,Daysha,Morning,Diode,FX-020,2025-W05,Medium
Model 595214-125,01,component height/titled,QA Inspection Station,Leena,Night,Capacitor,FX-003,2025-W30,Low
Model 595214-125,03,solder bridge,Unknown,Xiang Liang,Night,Transistor,FX-019,2025-W06,High
Model 595214-125,03,reversed component,QA Inspection Station,Zoya,Night,Capacitor,FX-003,2025-W21,Low
Model 595130-195,05,no property assembled,Final Assembly Line,Davonte,Night,Capacitor,FX-003,2025-W03,High
Model 595532-132,03,insufficient solder,Production Line 3,Leena,Night,Capacitor,FX-013,2025-W30,Medium
Model 595242-854,05,pin damaged,Production Line 3,Jerome,Night,Capacitor,FX-016,2025-W16,High
Model 595130-195,03,missing/unknown,Final Assembly Line,Xiang Liang,Afternoon,Capacitor,FX-031,2025-W03,Low
Model 595323-338,05,no property assembled,Production Line 1,Tristian,Afternoon,Diode,FX-013,2025-W51,High
Model 595323-328,04,damaged/ lifted pad,Final Assembly Line,Mel,Afternoon,Connector,FX-029,2025-W07,Low
Model 595859-381,02,long terminals,QA Inspection Station,Alaine,Night,Capacitor,FX-049,2025-W31,Medium
Model 595130-195,02,missing component,Production Line 1,Darci,Morning,Resistor,FX-009,2025-W13,Low
Model 595242-854,02,pin hole,Final Assembly Line,Sloane,Afternoon,Transistor,FX-026,2025-W39,High
Model 595189-704,01,insufficient solder,Production Line 3,Geofrey,Morning,Resistor,FX-026,2025-W14,High
Model 595242-854,05,pin hole,Production Line 2,Leena,Morning,Capacitor,FX-009,2025-W40,Medium
Model 595130-195,03,missing component,Production Line 1,Xiang Liang,Night,Transistor,FX-041,2025-W10,High
Model 595859-381,01,component height/titled,Final Assembly Line,Darci,Afternoon,Resistor,FX-033,2025-W50,High
Model 595214-125,05,wrong component,Production Line 1,Darci,Night,Capacitor,FX-001,2025-W33,Medium
Model 595532-132,05,no property assembled,Production Line 3,Darci,Night,Resistor,FX-038,2025-W31,Medium
Model 595323-328,02,pin damaged,Production Line 2,Daysha,Afternoon,Transistor,FX-036,2025-W33,High
Model 595242-854,02,solder bridge,Unknown,Daysha,Afternoon,Transistor,FX-021,2025-W05,High
Model 595242-854,03,pin hole,Production Line 3,Daysha,Afternoon,Resistor,FX-001,2025-W47,High
Model 595323-328,04,missing/unknown,Production Line 1,Xiang Liang,Night,Diode,FX-021,2025-W35,Medium
Model 595859-381,02,missing/unknown,Production Line 1,Tristian,Night,Resistor,FX-004,2025-W28,High
Model 595130-195,04,component misalignment,Production Line 1,Daysha,Night,Capacitor,FX-014,2025-W10,Low
Model 595130-195,04,missing/unknown,Final Assembly Line,Mel,Afternoon,Resistor,FX-028,2025-W45,Low
Model 595532-132,02,damaged/ lifted pad,Production Line 3,Leena,Night,Capacitor,FX-019,2025-W18,Low
Model 595242-854,05,component broken,Production Line 1,Sloane,Morning,Connector,FX-043,2025-W04,High
Model 595242-854,01,pin hole,Production Line 3,Davonte,Night,Connector,FX-009,2025-W01,Low
Model 595130-195,02,missing component,Production Line 3,Tristian,Morning,Connector,FX-050,2025-W25,Medium
Model 595130-195,04,missing component,QA Inspection Station,Mel,Morning,Capacitor,FX-011,2025-W34,Medium
Model 595214-125,04,solder bridge,Production Line 3,Jerome,Afternoon,Connector,FX-036,2025-W26,Medium
Model 595214-125,05,damaged/ lifted pad,Final Assembly Line,Geofrey,Morning,Connector,FX-027,2025-W49,Low
Model 595242-854,03,pin hole,Final Assembly Line,Sloane,Night,Connector,FX-036,2025-W32,Medium
Model 595130-195,01,no property assembled,Unknown,Davonte,Night,Diode,FX-039,2025-W44,Medium
Model 595204-792,02,solder void,Production Line 3,Tristian,Morning,Transistor,FX-032,2025-W32,Medium
Model 595130-195,03,missing/unknown,Production Line 1,Sloane,Afternoon,Diode,FX-017,2025-W02,Low
Model 595204-792,03,component misalignment,Production Line 2,Geofrey,Night,Connector,FX-014,2025-W29,High
Model 595214-125,01,solder bridge,Production Line 3,Alaine,Night,Transistor,FX-033,2025-W16,Medium
Model 595214-125,01,solder bridge,Production Line 3,Xiang Liang,Night,Capacitor,FX-002,2025-W30,Medium
Model 595242-854,03,solder bridge,Production Line 1,Sloane,Night,Resistor,FX-011,2025-W31,Low
Model 595130-195,01,missing/unknown,Production Line 2,Tristian,Afternoon,Connector,FX-010,2025-W40,Medium
Model 595214-125,03,pin hole,QA Inspection Station,Daysha,Morning,Capacitor,FX-028,2025-W43,Low
Model 595130-195,01,reversed component,Production Line 3,Sloane,Afternoon,Diode,FX-045,2025-W35,Low
Model 595214-125,04,component height/titled,Final Assembly Line,Darci,Morning,Transistor,FX-025,2025-W44,High
Model 595214-125,05,reversed component,Unknown,Jerome,Morning,Capacitor,FX-040,2025-W47,Medium
Model 595532-132,01,no property assembled,Final Assembly Line,Daysha,Afternoon,Transistor,FX-025,2025-W40,Low
Model 595130-195,03,missing component,Production Line 3,Daysha,Afternoon,Capacitor,FX-014,2025-W01,Low
Model 595214-125,03,pin hole,Unknown,Darci,Afternoon,Capacitor,FX-031,2025-W07,Low
Model 595242-854,04,solder bridge,Production Line 3,Geofrey,Morning,Capacitor,FX-049,2025-W50,Low
Model 595214-125,05,pin hole,Production Line 3,Daysha,Afternoon,Resistor,FX-009,2025-W12,Medium
Model 595242-854,03,solder bridge,Production Line 1,Tristian,Morning,Resistor,FX-046,2025-W28,Low
Model 595214-125,05,component height/titled,QA Inspection Station,Leena,Night,Transistor,FX-021,2025-W23,High
Model 595214-125,05,excessive solder,Production Line 2,Davonte,Night,Capacitor,FX-013,2025-W27,High
Model 595130-195,01,component broken,Final Assembly Line,Sloane,Afternoon,Connector,FX-016,2025-W46,Low
Model 595214-125,01,component height/titled,Final Assembly Line,Leena,Night,Connector,FX-011,2025-W31,Medium
Model 595242-854,02,pin damaged,Production Line 2,Daysha,Night,Connector,FX-027,2025-W10,Medium
Model 595532-132,05,damaged/ lifted pad,Final Assembly Line,Xiang Liang,Morning,Capacitor,FX-030,2025-W51,High
Model 595242-854,04,solder bridge,Production Line 1,Jerome,Afternoon,Capacitor,FX-017,2025-W04,High
Model 595130-195,05,missing/unknown,Production Line 2,Mel,Night,Resistor,FX-049,2025-W05,Medium
Model 595130-195,01,component broken,Final Assembly Line,Davonte,Morning,Capacitor,FX-022,2025-W17,Low
Model 595130-195,01,missing component,Production Line 1,Mel,Morning,Connector,FX-009,2025-W20,Medium
Model 595130-195,05,missing/unknown,Production Line 2,Darci,Night,Capacitor,FX-019,2025-W24,Low
Model 595532-132,01,component broken,Final Assembly Line,Geofrey,Afternoon,Connector,FX-040,2025-W05,High
Model 595214-125,02,solder bridge,Production Line 2,Mel,Afternoon,Diode,FX-028,2025-W02,High
Model 595130-195,01,missing component,Production Line 2,Mel,Night,Capacitor,FX-020,2025-W49,High
Model 595130-195,01,missing component,Production Line 1,Alaine,Night,Connector,FX-027,2025-W45,Medium
Model 595859-381,05,damaged/ lifted pad,QA Inspection Station,Geofrey,Night,Connector,FX-002,2025-W41,Low
Model 595532-132,02,long terminals,Production Line 2,Alaine,Night,Resistor,FX-037,2025-W27,Low
Model 595214-125,01,reversed component,Production Line 2,Daysha,Night,Connector,FX-018,2025-W39,Medium
Model 595242-854,01,solder bridge,Production Line 2,Jerome,Morning,Connector,FX-040,2025-W14,Medium
Model 595323-328,02,component broken,Production Line 2,Leena,Morning,Resistor,FX-031,2025-W45,Medium
Model 595130-195,02,wrong configuration,Production Line 1,Mel,Morning,Capacitor,FX-035,2025-W52,High
Model 595532-132,04,excessive solder,QA Inspection Station,Geofrey,Afternoon,Diode,FX-047,2025-W35,Low
Model 595214-125,05,damaged/ lifted pad,Production Line 2,Tristian,Night,Connector,FX-028,2025-W47,High
Model 595532-132,02,no property assembled,Production Line 2,Leena,Night,Capacitor,FX-008,2025-W16,Medium
Model 595859-381,02,missing/unknown,Final Assembly Line,Mel,Afternoon,Connector,FX-025,2025-W38,Low
Model 595130-195,05,no property assembled,Final Assembly Line,Geofrey,Afternoon,Capacitor,FX-017,2025-W30,Low
Model 595242-854,05,component broken,Production Line 2,Mel,Night,Resistor,FX-047,2025-W35,Low
Model 595214-125,01,solder bridge,Unknown,Geofrey,Morning,Resistor,FX-033,2025-W47,Low
Model 595130-195,02,component broken,Production Line 1,Davonte,Night,Connector,FX-038,2025-W27,Low
Model 595323-328,04,damaged/ lifted pad,Production Line 1,Jerome,Afternoon,Capacitor,FX-037,2025-W49,Medium
Model 595242-854,02,lifted component,Production Line 1,Darci,Afternoon,Capacitor,FX-035,2025-W24,Medium
Model 595204-792,02,pin damaged,Production Line 3,Mel,Night,Connector,FX-047,2025-W17,High
Model 595859-381,04,reversed component,QA Inspection Station,Davonte,Night,Diode,FX-023,2025-W03,High
Model 595859-381,03,damaged component,Final Assembly Line,Tristian,Afternoon,Connector,FX-036,2025-W48,Medium
Model 595214-125,04,solder bridge,Production Line 1,Xiang Liang,Night,Capacitor,FX-022,2025-W47,High
Model 595859-381,05,damaged/ lifted pad,Production Line 3,Daysha,Night,Connector,FX-030,2025-W51,Low
Model 595214-125,02,excessive solder,Unknown,Daysha,Night,Resistor,FX-004,2025-W44,High
Model 595532-132,01,no property assembled,Production Line 1,Tristian,Afternoon,Connector,FX-020,2025-W41,Medium
Model 595242-854,03,component broken,Unknown,Alaine,Afternoon,Capacitor,FX-001,2025-W21,Medium
Model 595214-125,02,excessive solder,Production Line 3,Sloane,Night,Capacitor,FX-028,2025-W12,High
Model 595214-125,04,bad modules,Unknown,Zoya,Morning,Diode,FX-024,2025-W22,High
Model 595532-132,03,no property assembled,Production Line 1,Jerome,Afternoon,Diode,FX-016,2025-W18,Low
Model 595532-132,03,long terminals,Production Line 2,Xiang Liang,Night,Capacitor,FX-017,2025-W49,High
Model 595242-854,03,component broken,Unknown,Tristian,Morning,Resistor,FX-044,2025-W09,High
Model 595214-125,02,component height/titled,Production Line 3,Davonte,Morning,Connector,FX-004,2025-W44,High
Model 595130-195,01,missing/unknown,QA Inspection Station,Mel,Morning,Transistor,FX-013,2025-W39,Low
Model 595242-854,03,component broken,Production Line 3,Zoya,Morning,Diode,FX-002,2025-W25,Low
Model 595130-195,03,missing/unknown,Production Line 1,Daysha,Afternoon,Connector,FX-048,2025-W51,Medium
Model 595214-125,03,trace open,QA Inspection Station,Alaine,Night,Connector,FX-035,2025-W23,High
Model 595214-125,03,excessive solder,Production Line 2,Geofrey,Morning,Diode,FX-041,2025-W13,Medium
Model 595242-854,05,lifted component,Production Line 1,Tristian,Afternoon,Capacitor,FX-038,2025-W29,High
Model 595214-125,03,solder bridge,Production Line 2,Geofrey,Afternoon,Resistor,FX-033,2025-W36,Medium
Model 595189-704,04,wrong component,Unknown,Geofrey,Morning,Diode,FX-011,2025-W45,High
Model 595204-792,03,component misalignment,Unknown,Jerome,Afternoon,Connector,FX-049,2025-W18,Low
Model 595130-195,01,missing component,Production Line 3,Xiang Liang,Morning,Resistor,FX-023,2025-W28,High
Model 595204-792,01,solder void,Production Line 3,Zoya,Morning,Capacitor,FX-009,2025-W46,Low
Model 595214-125,04,solder bridge,Final Assembly Line,Leena,Morning,Diode,FX-008,2025-W15,Low
Model 595532-132,03,no property assembled,Unknown,Darci,Afternoon,Transistor,FX-037,2025-W31,Medium
Model 595130-195,02,missing/unknown,QA Inspection Station,Zoya,Morning,Diode,FX-039,2025-W30,Low
Model 595130-195,05,no property assembled,Production Line 2,Xiang Liang,Night,Transistor,FX-039,2025-W36,High
Model 595130-195,04,missing component,Unknown,Darci,Morning,Transistor,FX-041,2025-W01,High
Model 595532-132,01,damaged/ lifted pad,Unknown,Mel,Afternoon,Resistor,FX-018,2025-W44,Low
Model 595130-195,03,component misalignment,Unknown,Zoya,Night,Connector,FX-038,2025-W20,Medium
Model 595214-125,03,solder bridge,Unknown,Zoya,Afternoon,Transistor,FX-005,2025-W09,High
Model 595323-328,01,damaged/ lifted pad,QA Inspection Station,Xiang Liang,Morning,Diode,FX-025,2025-W43,Medium
Model 595242-854,04,component broken,Production Line 1,Davonte,Night,Capacitor,FX-024,2025-W33,High
Model 595130-195,04,pin damaged,QA Inspection Station,Daysha,Night,Diode,FX-041,2025-W47,Low
Model 595532-132,04,damaged component,Final Assembly Line,Davonte,Afternoon,Transistor,FX-030,2025-W47,Medium
Model 595130-195,02,no property assembled,Production Line 1,Xiang Liang,Night,Resistor,FX-012,2025-W50,Low
Model 595130-195,04,missing component,Unknown,Mel,Afternoon,Capacitor,FX-018,2025-W47,Medium
